num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
7986,1794.415000272384,No,Yes,"Pub, Microbrewery","American, Continental, North Indian, Salad",Brigade Road
9,400.0,Yes,No,Delivery,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala"
539,600.0,Yes,No,Casual Dining,"Chinese, Asian",Malleshwaram
40,600.0,Yes,No,Delivery,"North Indian, Fast Food, Burger, Momos",Brookefield
390,1310.943976796153,No,Yes,Casual Dining,North Indian,Malleshwaram
47,250.0,Yes,No,"Takeaway, Delivery",Asian,Indiranagar
4,400.0,No,No,Quick Bites,"North Indian, Chinese, Kerala, Arabian",Brigade Road
7,200.0,No,No,Quick Bites,South Indian,Malleshwaram
119,750.0,Yes,No,Casual Dining,"Biryani, Kebab",Kalyan Nagar
47,600.0,Yes,No,Casual Dining,"North Indian, Chinese, Biryani",Bellandur
164,650.0,Yes,No,Casual Dining,"Mangalorean, Seafood",Brigade Road
10,150.0,No,No,"Quick Bites, Beverage Shop","Fast Food, Beverages, Ice Cream",Malleshwaram
4,300.0,No,No,Sweet Shop,"Mithai, Street Food",Koramangala 4th Block
15,250.0,No,No,Delivery,Bengali,Sarjapur Road
543,300.0,Yes,No,Quick Bites,"South Indian, Fast Food",Banashankari
30,400.0,Yes,No,Delivery,"Pizza, Fast Food",Indiranagar
463,500.0,Yes,No,Cafe,"Cafe, American, Italian, Continental, Chinese",Bannerghatta Road
9,250.0,Yes,No,Quick Bites,"South Indian, North Indian",Electronic City
1052,1408.5640710077926,Yes,Yes,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield
40,300.0,Yes,No,Delivery,"North Indian, Chinese",MG Road
34,2000.0,No,No,Casual Dining,Finger Food,Brigade Road
3635,699.6109189736317,No,No,Cafe,North Indian,"Byresandra,Tavarekere,Madiwala"
763,1400.0,Yes,Yes,Casual Dining,"Rajasthani, North Indian",Brigade Road
577,600.0,Yes,No,Casual Dining,"Asian, Chinese",Malleshwaram
540,500.0,No,No,Dessert Parlor,"Desserts, Bakery",Indiranagar
36,300.0,Yes,No,"Takeaway, Delivery","North Indian, Gujarati",Brookefield
41,449.7165151342857,No,No,Quick Bites,"North Indian, Chinese",HSR
17,200.0,No,No,Quick Bites,South Indian,Marathahalli
239,400.0,Yes,No,Delivery,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
37,471.4794197319586,No,No,"Takeaway, Delivery",North Indian,Brookefield
679,1664.218591588645,Yes,Yes,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese",Brigade Road
13,250.0,No,No,Quick Bites,South Indian,Brookefield
40,338.2798764436388,No,No,Casual Dining,"Andhra, Biryani",Bannerghatta Road
877,1079.4114247041077,No,Yes,Bar,"Chinese, Sushi, Asian, Thai","Byresandra,Tavarekere,Madiwala"
191,860.6112902374941,Yes,No,Cafe,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala"
40,250.0,No,No,Quick Bites,"Chinese, Kerala, South Indian","Byresandra,Tavarekere,Madiwala"
25,200.0,No,No,Dessert Parlor,"Ice Cream, Desserts",Banashankari
38,300.0,Yes,No,Quick Bites,"North Indian, Street Food",Brookefield
63,150.0,Yes,No,Sweet Shop,"Mithai, Street Food",New BEL Road
4,300.0,No,No,Quick Bites,"Rolls, Arabian",Frazer Town
14,150.0,Yes,No,Quick Bites,Rolls,New BEL Road
38,300.0,No,No,Bakery,"Bakery, Desserts",Church Street
40,200.0,No,No,Delivery,South Indian,HSR
63,300.0,Yes,No,Sweet Shop,"Mithai, Street Food",Brookefield
597,1200.0,Yes,Yes,Bar,"Finger Food, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
186,150.0,Yes,No,Quick Bites,Fast Food,Old Airport Road
40,300.0,No,No,Quick Bites,"South Indian, Mangalorean","Byresandra,Tavarekere,Madiwala"
52,300.0,Yes,No,Quick Bites,"Fast Food, Beverages, Rolls",Kalyan Nagar
28,500.0,Yes,No,Cafe,"Cafe, Fast Food, Chinese",JP Nagar
2686,1240.5102694527566,No,No,Casual Dining,"Finger Food, Continental",Indiranagar
34,185.38084447939033,Yes,No,Beverage Shop,Juices,"Byresandra,Tavarekere,Madiwala"
163,319.49751999002893,Yes,No,Bakery,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala"
35,500.0,Yes,No,"Takeaway, Delivery",North Indian,Brookefield
128,314.13932163687326,Yes,No,Delivery,"Bakery, Desserts",Bannerghatta Road
89,600.0,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
40,200.0,Yes,No,Quick Bites,Chinese,Bannerghatta Road
177,268.8433440173594,No,No,Quick Bites,South Indian,Banashankari
5,700.0,No,No,Casual Dining,"North Indian, Chinese, South Indian",Electronic City
42,224.7602117696212,Yes,No,"Takeaway, Delivery","Fast Food, Pizza, Desserts","Byresandra,Tavarekere,Madiwala"
348,850.0,Yes,Yes,Casual Dining,"Rajasthani, Gujarati",Brigade Road
106,200.0,Yes,No,Takeaway,South Indian,Bellandur
132,250.0,No,No,Bakery,"Bakery, Fast Food",Malleshwaram
29,350.0,Yes,No,Quick Bites,"North Indian, Chinese",Malleshwaram
17,150.0,No,No,Dessert Parlor,Desserts,Brigade Road
178,250.0,No,No,Quick Bites,"North Indian, Rolls",Lavelle Road
321,743.369433132038,Yes,No,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger","Byresandra,Tavarekere,Madiwala"
73,600.0,Yes,No,Casual Dining,"Chinese, North Indian",Malleshwaram
41,514.9033100585002,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
193,1000.0,No,Yes,Casual Dining,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",Residency Road
667,700.0,Yes,Yes,Casual Dining,"North Indian, Continental, Chinese, Mexican, Italian",Kalyan Nagar
28,400.0,No,No,Quick Bites,"North Indian, Chinese, South Indian",Whitefield
4,300.0,No,No,Quick Bites,"Fast Food, Beverages",HSR
15,600.0,Yes,No,Delivery,"Italian, Pizza",Brigade Road
102,350.0,Yes,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
242,400.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
40,200.0,No,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Electronic City
194,350.0,Yes,No,Quick Bites,"North Indian, Mughlai, Chinese",Brookefield
61,300.0,No,No,"Takeaway, Delivery","North Indian, South Indian",Marathahalli
35,350.0,No,No,"Quick Bites, Meat Shop","Fast Food, Raw Meats",Kalyan Nagar
69,442.7227490262891,Yes,No,Quick Bites,"North Indian, Chinese, Fast Food",Banashankari
6063,1400.0,No,Yes,Casual Dining,"Continental, Italian, North Indian",Marathahalli
26,300.0,No,No,Quick Bites,Biryani,Brigade Road
21,250.0,No,No,Quick Bites,South Indian,Koramangala 4th Block
8,500.0,Yes,No,Quick Bites,"North Indian, South Indian, Seafood",Bellandur
593,800.0,Yes,No,Quick Bites,"Fast Food, Sandwich",Old Airport Road
40,319.6597600513961,No,No,Quick Bites,"South Indian, North Indian, Biryani",Kalyan Nagar
625,1669.8413130126448,Yes,Yes,"Casual Dining, Cafe","American, Cafe, Continental",Lavelle Road
6348,1600.0,No,Yes,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad","Byresandra,Tavarekere,Madiwala"
7,300.0,No,No,Quick Bites,"Cafe, Continental, Desserts",Jayanagar
40,358.3434171517708,No,No,Quick Bites,South Indian,Marathahalli
179,738.9992582920514,Yes,No,Cafe,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala"
40,386.9026257005826,No,No,Quick Bites,"South Indian, North Indian, Chinese",Banashankari
447,683.4164108208441,Yes,No,Delivery,North Indian,Indiranagar
183,1799.2031459123718,No,Yes,"Casual Dining, Bar",Japanese,Brigade Road
24,300.0,No,No,Bakery,Bakery,Indiranagar
40,409.8591490984033,No,No,Delivery,"North Indian, Chinese",Bannerghatta Road
40,100.0,No,No,Quick Bites,South Indian,"Byresandra,Tavarekere,Madiwala"
150,516.9268291750835,No,No,Cafe,"Fast Food, Rolls, Momos",Koramangala 4th Block
32,200.0,No,No,Quick Bites,"Kerala, South Indian",Lavelle Road
386,1000.0,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",Electronic City
319,1773.1817151643265,No,Yes,Casual Dining,"Healthy Food, Beverages, European, Salad",Indiranagar
43,700.0,Yes,No,Casual Dining,"North Indian, Chinese",JP Nagar
87,719.6766327993039,No,No,Casual Dining,"Italian, Pizza","Byresandra,Tavarekere,Madiwala"
307,691.7647277904433,Yes,No,Casual Dining,Biryani,Sarjapur Road
426,507.2901835367903,No,No,Casual Dining,"North Indian, BBQ, Kebab, Rolls","Byresandra,Tavarekere,Madiwala"
40,1600.0,No,Yes,"Bar, Casual Dining","Finger Food, Continental, North Indian, Fast Food",Old Airport Road
33,500.0,Yes,No,Quick Bites,"South Indian, Biryani, North Indian",HSR
88,500.0,No,No,Casual Dining,"North Indian, Chinese, Fast Food",Jayanagar
40,250.0,No,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices","Byresandra,Tavarekere,Madiwala"
13,400.0,Yes,No,"Takeaway, Delivery","Street Food, South Indian",Brigade Road
45,537.0688455457439,No,No,Casual Dining,"North Indian, Chinese, South Indian",Malleshwaram
59,750.0,No,No,Casual Dining,"North Indian, Chinese",Jayanagar
40,400.0,Yes,No,Food Court,"Tibetan, Momos",Electronic City
81,200.0,Yes,No,Quick Bites,South Indian,Malleshwaram
368,550.0,Yes,No,Casual Dining,"Andhra, Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
40,351.409544255126,Yes,No,Quick Bites,Fast Food,Marathahalli
40,1234.8612435864015,No,No,Casual Dining,"North Indian, South Indian, Asian, Continental",HSR
40,1000.0,No,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
40,217.82980879931029,No,No,Quick Bites,South Indian,Bannerghatta Road
7,500.0,Yes,No,Casual Dining,"South Indian, North Indian, Chinese",Rajajinagar
13,150.0,Yes,No,Quick Bites,South Indian,"Byresandra,Tavarekere,Madiwala"
16,250.0,No,No,Quick Bites,"Andhra, Biryani",Lavelle Road
481,1036.9280770215541,Yes,Yes,Casual Dining,"North Indian, Chinese, Italian",Malleshwaram
406,463.91078469947064,Yes,No,Cafe,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",Bannerghatta Road
366,419.50968756149365,Yes,No,Quick Bites,North Indian,Malleshwaram
4762,1462.9767814315423,Yes,No,Pub,"Continental, Mediterranean, North Indian, Chinese, Finger Food",Indiranagar
200,1083.37446696503,No,No,Casual Dining,Finger Food,Kalyan Nagar
40,214.0959177798626,No,No,Quick Bites,"Chinese, Kerala, South Indian","Byresandra,Tavarekere,Madiwala"
122,606.5036831853023,Yes,No,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Brigade Road
145,377.3478373963894,No,No,Quick Bites,"Tibetan, Momos",Brigade Road
1218,677.2241166400131,Yes,Yes,Cafe,Cafe,"Byresandra,Tavarekere,Madiwala"
1933,1530.3485825906105,Yes,Yes,Casual Dining,"Italian, Pizza, Beverages",Indiranagar
6,500.0,No,No,Bakery,Bakery,"Byresandra,Tavarekere,Madiwala"
7,250.0,Yes,No,Quick Bites,"Fast Food, Rolls",Bellandur
756,1311.705152498787,No,Yes,"Pub, Casual Dining","Finger Food, Continental, North Indian, Chinese",Marathahalli
34,133.94086450047791,No,No,Quick Bites,South Indian,Bannerghatta Road
8,350.0,No,No,Dessert Parlor,Bakery,Bannerghatta Road
11,400.0,No,No,Quick Bites,"Andhra, Biryani",Bellandur
29,567.1270825229133,Yes,No,Delivery,North Indian,Brookefield
405,350.0,Yes,No,Quick Bites,"Kerala, South Indian",Indiranagar
112,400.0,Yes,No,Delivery,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
542,1200.0,No,No,Casual Dining,"Seafood, Continental, North Indian, South Indian",Indiranagar
514,937.5501703458602,Yes,No,Casual Dining,"North Indian, Chinese",Malleshwaram
353,500.0,Yes,No,Cafe,Cafe,Whitefield
40,113.65684222106155,No,No,Cafe,Cafe,Koramangala 5th Block
169,471.74649906119123,No,No,Cafe,Cafe,Indiranagar
40,362.9179274081979,No,No,Quick Bites,"North Indian, Chinese",Brookefield
890,1950.8496519364162,Yes,No,Casual Dining,North Indian,Brigade Road
49,374.9460830676659,Yes,No,Delivery,Biryani,Brookefield
92,400.0,Yes,No,Quick Bites,"South Indian, Fast Food",Electronic City
37,400.0,Yes,No,Cafe,Cafe,HSR
662,334.8214903518054,No,No,Quick Bites,South Indian,Banashankari
224,700.0,No,No,Casual Dining,North Indian,Bellandur
38,700.0,Yes,No,Cafe,"Cafe, Coffee",Whitefield
145,1000.0,No,No,"Casual Dining, Cafe","Chinese, North Indian, Cafe",Brigade Road
215,572.4077305619453,Yes,No,Cafe,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",Indiranagar
433,1105.8879187466327,Yes,Yes,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",Kalyan Nagar
40,137.6234168793247,No,No,Quick Bites,South Indian,Electronic City
67,150.0,Yes,No,Delivery,South Indian,Bannerghatta Road
20,100.0,No,No,Quick Bites,South Indian,JP Nagar
1815,1224.0797006576477,Yes,Yes,"Casual Dining, Bar","European, Mediterranean, Asian, North Indian, South Indian, Momos","Byresandra,Tavarekere,Madiwala"
144,400.0,Yes,No,Food Court,North Indian,Brookefield
40,543.5925971166482,Yes,No,Quick Bites,"Momos, American",Electronic City
721,500.0,Yes,No,Casual Dining,"North Indian, Rolls, Kebab",Indiranagar
11,200.0,No,No,Quick Bites,"Fast Food, Tea",Basavanagudi
114,1500.0,No,Yes,Lounge,"Pizza, Continental, North Indian, Asian",Koramangala 4th Block
269,460.26664693533996,Yes,No,Quick Bites,"Fast Food, Healthy Food",Malleshwaram
347,300.0,Yes,No,Quick Bites,North Indian,HSR
70,164.38898974114207,Yes,No,Quick Bites,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala"
97,526.0851330930782,No,No,Cafe,"Cafe, Fast Food",Kalyan Nagar
581,1854.2192507528132,No,Yes,Casual Dining,Japanese,Brigade Road
40,500.0,Yes,No,Casual Dining,Kerala,Brigade Road
124,284.6809028736898,Yes,No,Quick Bites,North Indian,Brookefield
10,300.0,Yes,No,Dessert Parlor,"Desserts, Beverages",Koramangala 6th Block
40,400.0,No,No,Quick Bites,"North Indian, South Indian, Chinese, Street Food",Bannerghatta Road
684,250.0,Yes,No,Quick Bites,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala"
120,400.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Indiranagar
499,1291.7477840480606,No,Yes,Casual Dining,Korean,"Byresandra,Tavarekere,Madiwala"
153,591.5263292545176,No,No,Casual Dining,"Cafe, Italian, Desserts","Byresandra,Tavarekere,Madiwala"
170,606.5527251068498,Yes,No,Casual Dining,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road
40,200.0,No,No,Sweet Shop,"Mithai, Street Food",Brookefield
7,300.0,No,No,Quick Bites,"North Indian, Chinese, Biryani",HSR
45,800.0,Yes,No,Casual Dining,"North Indian, Seafood, Biryani, Chinese",Bellandur
35,154.335328379782,Yes,No,Quick Bites,North Indian,Brookefield
40,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
40,200.0,Yes,No,Quick Bites,"Fast Food, Street Food",Malleshwaram
49,763.9632472303545,No,No,Casual Dining,North Indian,Bannerghatta Road
50,600.0,Yes,No,Delivery,"Biryani, North Indian",Brigade Road
1161,1195.5848838996867,No,Yes,Casual Dining,Japanese,Brigade Road
956,750.0,Yes,Yes,Casual Dining,"Bengali, Seafood",Brookefield
40,450.0,Yes,No,Quick Bites,"North Indian, Chinese",Marathahalli
40,200.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
82,479.8205051747543,No,No,Quick Bites,"Chinese, Momos",Kalyan Nagar
40,268.8347083345351,Yes,No,Quick Bites,Chinese,Whitefield
45,662.6418700345145,Yes,No,Casual Dining,"Fast Food, Italian, North Indian, Steak",Bannerghatta Road
9,500.0,No,No,Quick Bites,"South Indian, North Indian, Chinese, Kebab",Basavanagudi
170,400.0,Yes,No,Delivery,North Indian,HSR
40,200.0,Yes,No,Quick Bites,Fast Food,Kalyan Nagar
13,150.0,Yes,No,Quick Bites,"South Indian, Kerala",Indiranagar
2958,570.5556708497425,Yes,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
8,400.0,No,No,Quick Bites,"Biryani, Chinese, Fast Food",Koramangala 7th Block
7,500.0,Yes,No,Quick Bites,Fast Food,MG Road
66,267.5131976597864,No,No,Dessert Parlor,"Desserts, Bakery",Kalyan Nagar
33,100.0,No,No,Quick Bites,South Indian,Bannerghatta Road
712,591.5140641970856,No,Yes,Cafe,Cafe,Basavanagudi
31,500.0,Yes,No,Delivery,North Indian,Brookefield
9,300.0,Yes,No,Dessert Parlor,Desserts,Bellandur
2349,1410.608520458406,Yes,Yes,Casual Dining,"Steak, Italian, Continental, American, Burger, BBQ, Salad",Indiranagar
46,250.0,Yes,No,Quick Bites,"North Indian, Chinese, Andhra, Seafood",Electronic City
325,1200.0,No,Yes,Casual Dining,"North Indian, Chinese, South Indian, Continental",Brigade Road
1498,589.9073080617728,No,No,Quick Bites,"Chinese, Tibetan, Momos",Banashankari
23,800.0,No,No,Casual Dining,"North Indian, South Indian, Chinese, Fast Food",Brigade Road
214,600.0,Yes,No,Casual Dining,"Continental, Italian, Burger, American",Kalyan Nagar
96,150.0,Yes,No,Quick Bites,"Chinese, Beverages",Malleshwaram
40,150.0,No,No,Quick Bites,South Indian,Banashankari
40,500.0,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Indiranagar
6,500.0,No,No,Dessert Parlor,Bakery,Brigade Road
95,400.0,No,No,Food Court,"Mughlai, Chinese, North Indian, South Indian, Beverages",Bellandur
161,360.73479437316774,Yes,No,Quick Bites,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",Electronic City
53,400.0,Yes,No,Quick Bites,"Fast Food, Arabian",JP Nagar
40,500.0,Yes,No,Quick Bites,"Biryani, Andhra, North Indian",Electronic City
153,392.2402705388676,Yes,No,Quick Bites,"South Indian, Chinese",Brigade Road
10,250.0,Yes,No,Quick Bites,"South Indian, North Indian, Fast Food, Chinese",Rajajinagar
64,300.0,No,No,Quick Bites,Fast Food,Old Airport Road
25,550.0,No,No,Casual Dining,"Chinese, North Indian, Momos",Old Airport Road
28,700.0,No,No,Casual Dining,"Chinese, South Indian, North Indian",Brigade Road
122,816.6367437733737,No,No,Casual Dining,Korean,Whitefield
40,1000.0,No,No,Casual Dining,"Asian, BBQ, Seafood, Chinese",Electronic City
40,150.0,No,No,Quick Bites,South Indian,Banashankari
55,600.0,No,No,Cafe,Cafe,Kalyan Nagar
70,500.0,Yes,No,Casual Dining,North Indian,Electronic City
8,400.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Lavelle Road
7,400.0,No,No,Quick Bites,"North Indian, Fast Food",Whitefield
40,400.0,No,No,Quick Bites,"North Indian, Fast Food, South Indian",New BEL Road
129,300.0,Yes,No,Quick Bites,Biryani,Sarjapur Road
249,503.8739240003838,No,No,Casual Dining,"Continental, Steak, Fast Food","Byresandra,Tavarekere,Madiwala"
9,200.0,No,No,Quick Bites,Biryani,Banashankari
40,200.0,Yes,No,Quick Bites,North Indian,HSR
102,521.1964850424978,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Brookefield
787,800.0,Yes,No,Casual Dining,"Chinese, North Indian, Thai",Banashankari
482,1875.500427606802,Yes,Yes,Casual Dining,Modern Indian,Brigade Road
8,450.0,No,No,Dessert Parlor,"Ice Cream, Desserts",Rajajinagar
17,200.0,No,No,Mess,"South Indian, Andhra",Whitefield
2212,1700.0,No,Yes,"Microbrewery, Lounge","Continental, Italian",Brigade Road
198,508.27141048721865,Yes,No,Quick Bites,"Burger, Fast Food",Frazer Town
40,300.0,Yes,No,Delivery,Biryani,Marathahalli
28,200.0,Yes,No,Quick Bites,South Indian,JP Nagar
33,772.2477195097607,No,No,Casual Dining,"South Indian, Seafood, Kerala, Biryani",Marathahalli
234,741.5982343042889,Yes,No,Casual Dining,"North Indian, Chinese",Banashankari
240,400.0,Yes,No,Quick Bites,"North Indian, Chinese, Fast Food",Electronic City
19,600.0,No,No,Casual Dining,"North Indian, Chinese, Mughlai",Sarjapur Road
568,2536.0486756175596,No,Yes,Fine Dining,Continental,Brigade Road
35,200.0,No,No,"Takeaway, Delivery",Fast Food,"Byresandra,Tavarekere,Madiwala"
239,400.0,Yes,No,Delivery,"North Indian, Biryani, Awadhi, Mughlai",Indiranagar
11,100.0,Yes,No,Quick Bites,South Indian,Indiranagar
648,340.30684660315535,No,No,Quick Bites,South Indian,Banashankari
4,400.0,No,No,Quick Bites,"Mughlai, North Indian, Chinese",Rajajinagar
233,3000.0,No,Yes,Fine Dining,Italian,Lavelle Road
40,400.0,No,No,Quick Bites,"Bakery, Cafe, Sandwich",Electronic City
238,500.0,Yes,No,Cafe,"Cafe, Healthy Food, South Indian",Malleshwaram
33,600.0,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
40,300.0,No,No,Quick Bites,Fast Food,Bellandur
45,350.0,Yes,No,Quick Bites,"Bengali, Chinese, Sandwich",Banashankari
24,700.0,Yes,No,Casual Dining,"Chinese, Asian",Indiranagar
40,300.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
194,537.7318053963193,No,No,Cafe,Cafe,Lavelle Road
128,338.04737999636967,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
23,300.0,Yes,No,Quick Bites,"Chinese, Street Food, Ice Cream",Banashankari
22,500.0,No,No,Quick Bites,Fast Food,Banashankari
277,500.0,Yes,No,Delivery,Pizza,Kalyan Nagar
313,1330.6415449351036,No,Yes,Bar,Korean,Electronic City
77,400.0,No,No,Food Court,North Indian,Whitefield
64,167.67365960303601,Yes,No,Quick Bites,Street Food,Electronic City
9,400.0,No,No,Food Court,"Mexican, Fast Food",Jayanagar
330,500.0,Yes,No,Casual Dining,"North Indian, Chinese",Indiranagar
25,150.0,Yes,No,Quick Bites,North Indian,Brookefield
128,650.0,Yes,No,Cafe,"Cafe, Italian, Burger, American, Steak",HSR
355,2100.141008933813,No,Yes,Casual Dining,"Asian, Chinese",Whitefield
